Timestamp,Name,Roll Number,Email,Mess Chosen,Date,Type of Complaint,Description of the Issue
03/05/2025 08:33:42,Dinesh Jain,231ME11,dineshjain.231me11@nitk.edu.in,Mega mess,03/03/2025,Food Quality,Fried rice is too oily and tasteless.
03/05/2025 08:36:15,Sonali Singh,241CS22,sonalisingh.241cs22@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Mess staff use mobile phones while serving food.
03/05/2025 08:38:27,Vikram Thakur,231IT13,vikramthakur.231it13@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Breakfast stops at 8:45 AM which is too early for late risers.
03/05/2025 08:41:33,Aditi Menon,241ME29,aditimenon.241me29@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Chicken curry has more bones than meat pieces.
03/05/2025 08:44:59,Sagar Shetty,221EC22,sagarshetty.221ec22@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Kitchen staff doesn't use hairnets properly.
03/05/2025 08:47:21,Nandini Raj,241CS44,nandiniraj.241cs44@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Paratha is raw in the middle most days.
03/05/2025 08:49:37,Pramod Singh,231ME44,pramodsingh.231me44@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Mess staff doesn't refill water jugs timely.
03/05/2025 08:52:44,Jyoti Kumar,241IT42,jyotikumar.241it42@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No meal packing option for students with projects.
03/05/2025 08:55:09,Harish Verma,221CS26,harishverma.221cs26@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Only two spoons of curry allowed per student.
03/05/2025 08:57:36,Sheetal Sharma,241EC37,sheetalsharma.241ec37@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Plates smell of detergent after washing.
03/05/2025 09:00:42,Tejasvi Reddy,231IT31,tejasvireddy.231it31@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Maggi noodles are overcooked and soggy.
03/05/2025 09:03:18,Gautam Mehta,241CS17,gautammehta.241cs17@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Food servers don't wear gloves while handling food.
03/05/2025 09:05:41,Prerna Khatri,221ME15,prernakhatri.221me15@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,Weekend food timing is too short which is only 1 hour.
03/05/2025 09:08:03,Siddhi Patil,241IT39,siddhipatil.241it39@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Rice portion is never enough and feels rationed.
03/05/2025 09:10:24,Yogesh Nair,231CS39,yogeshnair.231cs39@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Serving counters are not cleaned between uses.
03/05/2025 09:12:47,Sakshi Bhat,221EC19,sakshibhat.221ec19@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Sambar tastes like it's made from stale vegetables.
03/05/2025 09:15:09,Kunal Mishra,241ME07,kunalmishra.241me07@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Mess supervisor is rude when asked for feedback.
03/05/2025 09:17:33,Deepti Kumar,231IT42,deeptikumar.231it42@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No proper lunch for students with continuous classes.
03/05/2025 09:19:55,Anuj Prasad,241CS12,anujprasad.241cs12@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Desserts served in tiny portions which is not satisfying.
03/05/2025 09:22:18,Vaishnavi Jain,221ME27,vaishnavijain.221me27@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Found a staple pin in rice yesterday.
03/05/2025 09:24:40,Manav Kapoor,241EC25,manavkapoor.241ec25@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Curry tastes like it's made from leftover vegetables.
03/05/2025 09:27:02,Tanisha Gupta,231CS11,tanishagupta.231cs11@nitk.edu.in,Block II(Aravali),03/02/2025,Service,No system to collect used plates  creates pile up.
03/05/2025 09:29:24,Ritesh Sinha,221IT09,riteshsinha.221it09@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Special items on menu never available when I reach.
03/05/2025 09:31:46,Pari Dhawan,241ME41,paridhawan.241me41@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Not enough gravy for rice dishes.
03/05/2025 09:34:08,Sahil Mathur,231EC31,sahilmathur.231ec31@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Fruits for dessert not washed properly.
03/05/2025 09:36:30,Tara Khanna,241CS31,tarakhanna.241cs31@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Upma is too dry and tasteless in morning breakfast.
03/05/2025 09:38:52,Vedant Shah,221ME42,vedantshah.221me42@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Too few counters during peak hours causes chaos.
03/05/2025 09:41:14,Kritika Pant,231IT07,kritikapant.231it07@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No separate timing for students with lab till late.
03/05/2025 09:43:36,Rohan Prakash,241EC11,rohanprakash.241ec11@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Egg curry has only half an egg per serving.
03/05/2025 09:45:58,Anushka Negi,221CS37,anushkanegi.221cs37@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Refrigerator for storing milk smells bad.
03/05/2025 09:48:20,Ishan Trivedi,231ME25,ishantrivedi.231me25@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Noodles served are still partially uncooked.
03/05/2025 09:50:42,Garima Khare,241IT26,garimakhare.241it26@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Water glasses are not cleaned properly between uses.
03/05/2025 09:53:04,Mahesh Rao,221EC05,maheshrao.221ec05@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Breakfast variety is less on weekdays than weekends.
03/05/2025 09:55:26,Kanika Bhatia,231CS29,kanikabhatia.231cs29@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Curry has more water than vegetables.
03/05/2025 09:57:48,Pankaj Dubey,241ME16,pankajdubey.241me16@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Serving spoons left in food causing contamination.
03/05/2025 10:00:10,Navya Sen,221IT29,navyasen.221it29@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Rice is undercooked and hard to chew.
03/05/2025 10:02:32,Chetan Pathak,231EC46,chetanpathak.231ec46@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Mess staff doesn't listen to special requests.
03/05/2025 10:04:54,Juhi Rawat,241CS29,juhirawat.241cs29@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Late dinner option needed for project work nights.
03/05/2025 10:07:16,Dhruv Kapadia,221ME31,dhruvkapadia.221me31@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Breakfast serving is just two idlis which is not enough.
03/05/2025 10:09:38,Kirti Menon,231IT16,kirtimenon.231it16@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Oil used for cooking seems reused multiple times.
03/05/2025 10:12:00,Piyush Singh,241EC36,piyushsingh.241ec36@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Curd is always sour and spoilt.
03/05/2025 10:14:22,Divya Malhotra,221CS44,divyamalhotra.221cs44@nitk.edu.in,Block II(Aravali),03/03/2025,Service,No proper system for waste segregation in mess.
03/05/2025 10:16:44,Arun Mathews,231ME37,arunmathews.231me37@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,Breakfast timings don't match college timings.
03/05/2025 10:19:06,Sarika Jha,241IT05,sarikajha.241it05@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Menu promises variety but serves minimal options.
03/05/2025 10:21:28,Manish Taneja,221EC44,manishtaneja.221ec44@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Dustbin area too close to serving area.
03/05/2025 10:23:50,Neelam Yadav,231CS05,neelamyadav.231cs05@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Tea tastes like hot water with milk and zero flavor.
03/05/2025 10:26:12,Rahul Bajaj,241ME26,rahulbajaj.241me26@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Not enough cleaning staff for the dining area.
03/05/2025 10:28:34,Ankita Rao,221IT37,ankitarao.221it37@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Evening snacks not available on weekends.
03/05/2025 10:30:56,Saurabh Gill,231EC07,saurabhgill.231ec07@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Single serving of daily special is too small.
03/05/2025 10:33:18,Meghna Shankar,241CS09,meghnashankar.241cs09@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Cutlery tray is dirty and dusty.
03/05/2025 10:35:40,Samir Dutt,221ME04,samirdutt.221me04@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Sabzi tastes bland with no spices at all.
03/05/2025 10:38:02,Palak Goyal,231IT25,palakgoyal.231it25@nitk.edu.in,Block II(Aravali),03/02/2025,Service,No system for students to suggest menu items.
03/05/2025 10:40:24,Bharat Kashyap,241EC41,bharatkashyap.241ec41@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No food available during sports events.
03/05/2025 10:42:46,Deepika Rathore,221CS14,deepikarathore.221cs14@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Only two types of vegetables served daily.
03/05/2025 10:45:08,Vineet Kumar,231ME14,vineetkumar.231me14@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,No proper storage for leftover food.
03/05/2025 10:47:30,Tanvi Bose,241IT19,tanvibose.241it19@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Rotis are burnt on one side and raw on other.
03/05/2025 10:49:52,Sushant Kher,221EC29,sushantkher.221ec29@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Servers give unequal portions to different students.
03/05/2025 10:52:14,Preeti Tomar,231CS24,preetitomar.231cs24@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,Lunch timings clash with important lectures.
03/05/2025 10:54:36,Abhinav Sharma,241ME39,abhinavsharma.241me39@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Fruit portions are too small for healthy diet.
03/05/2025 10:57:02,Swarna Reddy,221IT14,swarnareddy.221it14@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Found worm in apple served yesterday.
03/05/2025 10:59:24,Aditya Mani,231EC22,adityamani.231ec22@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Naan is always undercooked in the center.
03/05/2025 11:01:46,Tanuja Verma,241CS47,tanujaverma.241cs47@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Mess workers are on phone while handling food.
03/05/2025 11:04:08,Aryan Gupta,221ME21,aryangupta.221me21@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No early breakfast for students having 8 AM class.
03/05/2025 11:06:30,Kajal Sinha,231IT34,kajalsinha.231it34@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Soup bowls are too small hardly a few sips.
03/05/2025 11:08:52,Mohit Sharma,241EC04,mohitsharma.241ec04@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Kitchen area visible from dining has dirt on floor.
03/05/2025 11:11:14,Ritika Bajpai,221CS23,ritikabajpai.221cs23@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Chicken is always undercooked and pink inside.
03/05/2025 11:13:36,Aman Chopra,231ME29,amanchopra.231me29@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Tables are wobbly making eating difficult.
03/05/2025 11:16:08,Komal Jain,241IT44,komaljain.241it44@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No flexibility in meal times during exam weeks.
03/05/2025 11:18:30,Rajeev Khanna,221EC13,rajeevkhanna.221ec13@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Never enough of special dishes for all students.
03/05/2025 11:20:52,Sangeeta Das,231CS19,sangeetadas.231cs19@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Cooking oil smells rancid in many dishes.
03/05/2025 11:23:14,Naveen Saini,241ME13,naveensaini.241me13@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Poha is too dry and flaky can't eat properly.
03/05/2025 11:25:36,Kajol Mishra,221IT22,kajolmishra.221it22@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Utensils are not properly cleaned before reuse.
03/05/2025 11:28:08,Sarfaraz Khan,231EC38,sarfarazkhan.231ec38@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No proper system for students returning late from industrial visits.
03/05/2025 11:30:30,Anusha Sharma,241CS41,anushasharma.241cs41@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Raita serving is just two spoons for entire meal.
03/05/2025 11:32:52,Raghav Mehta,221ME34,raghavmehta.221me34@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Found small piece of plastic in rice.
03/05/2025 11:35:14,Shreya Desai,231IT11,shreyadesai.231it11@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Dosa is too thick and undercooked inside.
03/05/2025 11:37:36,Jay Prakash,241EC32,jayprakash.241ec32@nitk.edu.in,Block II(Aravali),03/03/2025,Service,No proper queue system during peak hours.
03/05/2025 11:40:08,Mridula Pant,221CS31,mridulapant.221cs31@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Mess closes earlier than scheduled on Sundays.
03/05/2025 11:42:30,Vivek Mahajan,231ME32,vivekmahajan.231me32@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Curry-to-rice ratio is not balanced in meals.
03/05/2025 11:44:52,Shilpa Reddy,241IT03,shilpareddy.241it03@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Drinking water tastes strang which might be unfiltered.
03/05/2025 11:47:14,Hitesh Kumar,221EC37,hiteshkumar.221ec37@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Mushroom curry tastes like rubber with spices.
03/05/2025 11:49:36,Natasha Bedi,231CS36,natashabedi.231cs36@nitk.edu.in,Block II(Aravali),03/02/2025,Service,No separate line for students taking parcels.
03/05/2025 11:52:08,Rohan Mehra,241ME22,rohanmehra.241me22@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No midnight meals during project submission nights.
03/05/2025 11:54:30,Poonam Shah,221IT46,poonamshah.221it46@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Too few options for vegetarians compared to non-veg.
03/05/2025 11:56:52,Suraj Malhotra,231EC16,surajmalhotra.231ec16@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Food storage containers look old and dirty.
03/05/2025 11:59:14,Madhuri Gupta,241CS16,madhurigupta.241cs16@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Pulao has too much oil that feels greasy when eating.
03/05/2025 12:01:36,Danish Ali,221ME12,danishali.221me12@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Mess staff doesn't replace empty food trays quickly.
03/05/2025 12:04:08,Meenakshi Raja,231IT19,meenakshiraja.231it19@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No proper food during semester breaks for staying students.
03/05/2025 12:06:30,Kunal Sharma,241EC09,kunalsharma.241ec09@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Not enough gravy options with rice dishes.
03/05/2025 12:08:52,Sanya Kapoor,221CS18,sanyakapoor.221cs18@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Rice has small stones sometimes and not cleaned properly.
03/05/2025 12:11:14,Mihir Joshi,231ME07,mihirjoshi.231me07@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Lassi is too watery with no taste.
03/05/2025 12:13:36,Naina Singh,241IT37,nainasingh.241it37@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Need more counters during peak hours to avoid rush.
03/05/2025 12:16:08,Rahul Seth,221EC17,rahulseth.221ec17@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Lunch closing time is too strict even when students are in line.
03/05/2025 12:18:30,Gauri Trivedi,231CS44,gauritrivedi.231cs44@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Need more protein options in breakfast menu.
03/05/2025 12:20:52,Sameer Bhatia,241ME32,sameerbhatia.241me32@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Milk for tea/coffee smells sour most mornings.
03/05/2025 12:23:14,Latika Nair,221IT07,latikanair.221it07@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Breakfast items like idli are cold by serving time.
03/05/2025 12:25:36,Farhan Ahmed,231EC27,farhanahmed.231ec27@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Mess staff refuses to serve extra pickle or chutney.
03/05/2025 12:28:08,Ayushi Sharma,241CS24,ayushisharma.241cs24@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,No special arrangements for fasting students during festivals.
03/05/2025 12:30:30,Ravi Shankar,221ME46,ravishankar.221me46@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Veg biryani has hardly any vegetables in it.
03/05/2025 12:32:52,Namita Sen,231IT29,namitasen.231it29@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Washbasins for hand washing are dirty all the time.
03/05/2025 12:35:14,Prakash Jha,241EC21,prakashjha.241ec21@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quality,Aloo paratha has hardly any potato filling inside.
03/05/2025 12:37:36,Sonali Mittal,221CS42,sonalimittal.221cs42@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Students have to stand in long lines even for water.
03/05/2025 12:40:08,Alok Gandhi,231ME41,alokgandhi.231me41@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No food options for late night study sessions.
03/05/2025 12:42:30,Prachi Gupta,241IT12,prachigupta.241it12@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quantity,Curry is mostly water with a few vegetables floating.
03/05/2025 12:44:52,Mayank Verma,221EC25,mayankverma.221ec25@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Meat items smell strange sometimes.
03/05/2025 12:47:14,Shweta Das,231CS08,shwetadas.231cs08@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quality,Sambhar tastes like it's made from expired ingredients.
03/05/2025 12:49:36,Nitin Kumar,241ME11,nitinkumar.241me11@nitk.edu.in,Block II(Aravali),03/03/2025,Service,No one to address complaints about food quality.
03/05/2025 12:52:08,Sonam Kapoor,221IT33,sonamkapoor.221it33@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Mess remains closed during minor festivals.
03/05/2025 12:54:30,Abhishek Roy,231EC33,abhishekroy.231ec33@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quantity,Paneer dishes have more gravy than actual paneer.
03/04/2025 12:02:50,Alok Singh,211IT44,aloksingh.211it44@nitk.edu.in,Block VIII(Trishul),02/25/2025,Food Hygiene,Food covered with flies during serving.
03/04/2025 12:04:05,Shilpa Verma,241EC68,shilpaverma.241ec68@nitk.edu.in,Mega mess,02/26/2025,Service,Had to wait 20 minutes for fresh batch.
03/04/2025 12:05:20,Rajeev Gupta,221CS48,rajeevgupta.221cs48@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No food saved for students with evening labs.
03/04/2025 12:06:35,Sunaina Mehta,241CY30,sunainamehta.241cy30@nitk.edu.in,Block II(Aravali),03/01/2025,Food Quality,Maggi too soggy and overcooked.
03/04/2025 12:07:50,Manish Kumar,211EC69,manishkumar.211ec69@nitk.edu.in,Block V(Nilgiri),02/27/2025,Food Quantity,Not enough curry for full meal.
03/04/2025 12:09:05,Mamta Sharma,241CS49,mamtasharma.241cs49@nitk.edu.in,Block VIII(Trishul),02/28/2025,Food Hygiene,Vegetables not washed before cooking.
03/04/2025 12:10:20,Saurabh Patel,221IT45,saurabhpatel.221it45@nitk.edu.in,Mega mess,03/03/2025,Service,Staff arguing with students about portions.
03/04/2025 12:11:35,Ananya Singh,241EC70,ananyasingh.241ec70@nitk.edu.in,Block IV(Satpura),02/25/2025,Timing/Availability,No food variety on weekends.
03/04/2025 12:12:50,Ritesh Verma,211CS50,riteshverma.211cs50@nitk.edu.in,Block II(Aravali),02/26/2025,Food Quality,Dal tastes like water with turmeric.
03/04/2025 12:14:05,Sonali Gupta,241CY31,sonaligupta.241cy31@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quantity,Sweet dish served in very small cups.
03/04/2025 12:15:20,Dinesh Mehta,221EC71,dineshmehta.221ec71@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Hygiene,Hair in food three times this week.
03/04/2025 12:16:35,Poonam Kumar,241CS51,poonamkumar.241cs51@nitk.edu.in,Mega mess,02/27/2025,Service,Food labels missing on buffet items.
03/04/2025 12:17:50,Amit Sharma,211IT46,amitsharma.211it46@nitk.edu.in,Block IV(Satpura),02/28/2025,Timing/Availability,Special items only on first come basis.
03/04/2025 12:19:05,Neelam Patel,241EC72,neelampatel.241ec72@nitk.edu.in,Block II(Aravali),03/03/2025,Food Quality,Chutney tastes weird today.
03/04/2025 12:20:20,Rahul Singh,221CS52,rahulsingh.221cs52@nitk.edu.in,Block V(Nilgiri),02/25/2025,Food Quantity,Soup bowl too small to satisfy.
03/04/2025 12:21:35,Monika Verma,241CY32,monikaverma.241cy32@nitk.edu.in,Block VIII(Trishul),02/26/2025,Food Hygiene,Utensils have food remains from previous use.
03/04/2025 12:22:50,Suresh Gupta,211EC73,sureshgupta.211ec73@nitk.edu.in,Mega mess,03/02/2025,Service,No proper guidance for new menu items.
03/04/2025 12:24:05,Jyoti Mehta,241CS53,jyotimehta.241cs53@nitk.edu.in,Block IV(Satpura),03/01/2025,Timing/Availability,Ten minute gap between classes not enough for lunch.
03/04/2025 12:25:20,Vikram Kumar,221IT47,vikramkumar.221it47@nitk.edu.in,Block II(Aravali),02/27/2025,Food Quality,Roti hard like cardboard today.
03/04/2025 12:26:35,Ritu Sharma,241EC74,ritusharma.241ec74@nitk.edu.in,Block V(Nilgiri),02/28/2025,Food Quantity,Only one scoop of ice cream allowed.
03/04/2025 12:27:50,Naveen Patel,211CS54,naveenpatel.211cs54@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Hygiene,Old food smell in dining area.
03/04/2025 12:29:05,Sheetal Singh,241CY33,sheetalsingh.241cy33@nitk.edu.in,Mega mess,02/25/2025,Service,Plates not available during peak hour.
03/04/2025 12:30:20,Vivek Verma,221EC75,vivekverma.221ec75@nitk.edu.in,Block IV(Satpura),02/26/2025,Timing/Availability,Morning tea only till 7:30 AM.
03/04/2025 12:31:35,Renu Gupta,241CS55,renugupta.241cs55@nitk.edu.in,Block II(Aravali),03/02/2025,Food Quality,Paratha half cooked from inside.
03/04/2025 12:32:50,Anil Mehta,211IT48,anilmehta.211it48@nitk.edu.in,Block V(Nilgiri),03/01/2025,Food Quantity,Fruit chat has more papaya less other fruits.
03/04/2025 12:34:05,Priyanka Kumar,241EC76,priyankakumar.241ec76@nitk.edu.in,Block VIII(Trishul),02/27/2025,Food Hygiene,No hand wash facility near mess entrance.
03/04/2025 12:35:20,Sagar Sharma,221CS56,sagarsharma.221cs56@nitk.edu.in,Mega mess,02/28/2025,Service,Staff refuses to change spoiled food.
03/04/2025 12:36:35,Nisha Patel,241CY34,nishapatel.241cy34@nitk.edu.in,Block IV(Satpura),03/03/2025,Timing/Availability,Night canteen closed during exam week.
03/04/2025 12:37:50,Karan Singh,211EC77,karansingh.211ec77@nitk.edu.in,Block II(Aravali),02/25/2025,Food Quality,Poha tastes stale every time.
03/04/2025 12:39:05,Veena Verma,241CS57,veenaverma.241cs57@nitk.edu.in,Block V(Nilgiri),02/26/2025,Food Quantity,Breakfast quantity not enough for athletes.
03/04/2025 12:40:20,Manoj Gupta,221IT49,manojgupta.221it49@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Hygiene,Food items uncovered on counter.
03/04/2025 12:41:35,Seema Mehta,241EC78,seemamehta.241ec78@nitk.edu.in,Mega mess,03/01/2025,Service,Mess card machine too slow during rush.
03/04/2025 12:42:50,Raju Kumar,211CS58,rajukumar.211cs58@nitk.edu.in,Block IV(Satpura),02/27/2025,Timing/Availability,No hot food after 9 PM.
03/04/2025 12:44:05,Deepti Sharma,241CY35,deeptisharma.241cy35@nitk.edu.in,Block II(Aravali),02/28/2025,Food Quality,Rice overcooked and mushy.
03/04/2025 12:45:20,Ajay Patel,221EC79,ajaypatel.221ec79@nitk.edu.in,Block V(Nilgiri),03/03/2025,Food Quantity,Sambar very diluted with less vegetables.
03/04/2025 12:46:35,Kajal Singh,241CS59,kajalsingh.241cs59@nitk.edu.in,Block VIII(Trishul),02/25/2025,Food Hygiene,Found small insect in pulao.
03/04/2025 12:47:50,Rajat Verma,211IT50,rajatverma.211it50@nitk.edu.in,Mega mess,02/26/2025,Service,Serving counter dirty with food spills.
03/04/2025 12:49:05,Neetu Gupta,241EC80,neetugupta.241ec80@nitk.edu.in,Block IV(Satpura),03/02/2025,Timing/Availability,No extended breakfast on Sundays.
03/04/2025 12:50:20,Sanjay Mehta,221CS60,sanjaymehta.221cs60@nitk.edu.in,Block II(Aravali),03/01/2025,Food Quality,Chinese food too spicy to eat.
03/04/2025 12:51:35,Ritu Kumar,241CY36,ritukumar.241cy36@nitk.edu.in,Block V(Nilgiri),02/27/2025,Food Quantity,Getting less rice than others.
03/04/2025 12:52:50,Pradeep Sharma,211EC81,pradeepsharma.211ec81@nitk.edu.in,Block VIII(Trishul),02/28/2025,Food Hygiene,Found thread piece in curry.
03/04/2025 12:54:05,Rekha Patel,241CS61,rekhapatel.241cs61@nitk.edu.in,Mega mess,03/03/2025,Service,Slow service during dinner time.
03/04/2025 12:55:20,Atul Singh,221IT51,atulsingh.221it51@nitk.edu.in,Block IV(Satpura),02/25/2025,Timing/Availability,No food available after cultural events.
03/04/2025 12:56:35,Jyoti Verma,241EC82,jyotiverma.241ec82@nitk.edu.in,Block II(Aravali),02/26/2025,Food Quality,Dosa tastes sour always.
03/04/2025 12:57:50,Prashant Gupta,211CS62,prashantgupta.211cs62@nitk.edu.in,Block V(Nilgiri),03/02/2025,Food Quantity,Veg biryani has very little vegetables.
03/04/2025 12:59:05,Savita Mehta,241CY37,savitamehta.241cy37@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Hygiene,Milk packets stored in open air.
03/04/2025 13:00:20,Vikas Kumar,221EC83,vikaskumar.221ec83@nitk.edu.in,Mega mess,02/27/2025,Service,Staff does not listen to suggestions.
03/04/2025 13:01:35,Monica Sharma,241CS63,monicasharma.241cs63@nitk.edu.in,Block IV(Satpura),02/28/2025,Timing/Availability,Only 30 minutes for whole dinner.
03/04/2025 13:02:50,Pankaj Patel,211IT52,pankajpatel.211it52@nitk.edu.in,Block II(Aravali),03/03/2025,Food Quality,Sabji has no salt today.
03/04/2025 13:04:05,Neena Singh,241EC84,neenasingh.241ec84@nitk.edu.in,Block V(Nilgiri),02/25/2025,Food Quantity,Getting half glass of juice only.
03/04/2025 13:05:20,Ajit Verma,221CS64,ajitverma.221cs64@nitk.edu.in,Block VIII(Trishul),02/26/2025,Food Hygiene,Serving area floor very dirty.
03/04/2025 13:06:35,Geeta Gupta,241CY38,geetagupta.241cy38@nitk.edu.in,Mega mess,03/02/2025,Service,Staff not attentive to requirements.
03/04/2025 13:07:50,Sudhir Mehta,211EC85,sudhirmehta.211ec85@nitk.edu.in,Block IV(Satpura),03/01/2025,Timing/Availability,No breakfast on holidays.
03/04/2025 13:09:05,Kavita Kumar,241CS65,kavitakumar.241cs65@nitk.edu.in,Block II(Aravali),02/27/2025,Food Quality,Bread not fresh for breakfast.
